entry_id,headword_kin,pronunciation_kin,synonym_kin,english_terms,french_terms,domain,definition_kin,source_title,source_page,source_year,review_status,notes
rcha-it-000591,Insomadisike mbonesharumuri,insômadîisîke mboneesharumuri,,Optical disk drive,Lecteur de disque optique,Ikoranabuhanga rya mudasobwa.,Igikoresho gisoma disiki y'urumuri ikoresha urumuri rwa laser kugira ngo isome amakuru ari muri disiki uko izenguruka.,Inkoranyamuga y'ikoranabuhanga,128,2026,auto_parsed,
rcha-it-000592,Insomakarita,insômakârita,,Card Reader,Lecteur de carte,Ikoranabuhanga rya mudasobwa.,"Igikoresho nyinjizamakuru gisoma amakuru y’amakarita atandukanye, nk’amakarita yo kwishyura, furashi, indangamu ntu, ndetse n’ibyoherejwe ku yindi mudasobwa cyangwa ikindi gikoresho.",Inkoranyamuga y'ikoranabuhanga,128,2026,auto_parsed,
rcha-it-000593,Insomakasete,insômakâseête,,Tape drive,Lecteur de bande,Ikoranabuhanga rya mudasobwa.,Igikoresho kibika amakuru y’ikoranabuhanga kuri kaseti hagamijwe kuyabungabunga no kuyashyingura.,Inkoranyamuga y'ikoranabuhanga,128,2026,auto_parsed,
rcha-it-000594,Insomamakuru ya mudasobwa,insômamâkurû nkôranabûhaânga,,Computer drive,Lecteur informatique,Ikoranabuhanga rya mudasobwa.,"Igikoresho kibika amakuru nyamibare kuri mudasobwa kikaba cyayagaragaza igihe cyose akenewe, kiboneka mu buryo bubiri: imbikamakuru ahoraho (HDD) cyangwa disiki (SSD).",Inkoranyamuga y'ikoranabuhanga,128,2026,auto_parsed,
rcha-it-000595,Insozamuyoboro,insoozamuyoboro,,Termination station | End station | End device,Point de terminaison | Station finale | système final | Périphérique final,Ikoranabuhanga rya murandasi.,Igikoresho gifatika gihuzwa n’ihuzanzira rya murandasi bikohererezanya ubutumwa.,Inkoranyamuga y'ikoranabuhanga,129,2026,auto_parsed,
rcha-it-000596,Insubiragikorwa,insûbiiragîkorwâ,,Loop,Boucle,Ikoranabuhanga rya mudasobwa.,Ibikorwa bitandukanye byerekeye porogaramu ya mudasobwa bishyirwa mu ngiro kesnshi kugeza igihe igerageza rigaragaje ko iyo porogaramu ibasha gukora.,Inkoranyamuga y'ikoranabuhanga,129,2026,auto_parsed,
rcha-it-000597,Insubiranyuma,insubiranyuma,,Backspace,Retour arrière,Ikoranabuhanga rya mudasobwa.,Ibuto yo kuri mwandikisho ikoreshwa mu gusiba inyuguti cyangwa ikimenyetso kiri ibumoso bw’inyoboranyandiko.,Inkoranyamuga y'ikoranabuhanga,129,2026,auto_parsed,
rcha-it-000598,Insubizabibazo y’ubwirinzi,insûbizabîbazo y’ûubwiîriinzi,,Incident response | sécurity response,Réponse aux incidents | Réponse de securité,Ikoranabuhanga rya mudasobwa.,Igisubizo nyabuhanga kandi giteguye neza ikigo gikoresha iyo gitewe kuri murandasi.,Inkoranyamuga y'ikoranabuhanga,129,2026,auto_parsed,
rcha-it-000599,Intabonwa,intâbonwâ,Igikoresho kidafatika (igikôreesho kidafatîka); igikoresho shusho (igikôreesho shusho).,Virtual device,Appareil virtuel,Ikoranabuhanga rya mudasobwa.,"Ahantu h’ishusho hakora nka mudasobwa cyangwa ikindi gikoresho gifatika, bifasha sisiteme y’ikoranabuhanga gukora itashyizwe muri murandasi, bigashoboka hashingiwe ku ikoreshwa ry’ibikoresho byihariye, inkoranabuhanga cyangwa byombi bishyizwe hamwe.",Inkoranyamuga y'ikoranabuhanga,130,2026,auto_parsed,
rcha-it-000600,Intahuranzira shusho,intaahuuranzira shusho,,Virtual path Identifier (VPI) | Virtual path indicator,Identifiant de chemin virtuel (VPI) | indicateur de chemin virtuel,Ikoranabuhanga rya murandasi.,Indanganzira igaragara mu muyoboro ihuza imiyoboro myinshi yagaragaye.,Inkoranyamuga y'ikoranabuhanga,130,2026,auto_parsed,
rcha-it-000601,Intandukanyamiraba,intâandukanyamîraba,,Demultiplexer | demultiplexing,Démultiplexeur,Ikoranabuhanga rya mudasobwa.,Igikoresho gitandukanya imiraba yahurijwe hamwe ivuye ku muyoboro umwe igasohokera mu nzira nyinshi.,Inkoranyamuga y'ikoranabuhanga,131,2026,auto_parsed,
rcha-it-000602,Intangabicuruzwa,intâangabîcurûuzwa,,Delivery system,Système de livraison,Ikoranabuhanga rya mudasobwa.,"Ubushobozi bw’ikoranabuhanga bwo gukora, guteza imbere, gutanga, gukosora no gutanga inyemezabuguzi za serivisi z’ikoranabuhanga zahawe ukoresha mudasobwa.",Inkoranyamuga y'ikoranabuhanga,131,2026,auto_parsed,
rcha-it-000603,Mikoro,mikoro,,Microphone input device | microphone,Périphérique d’entrée du microphone | microphone,Ikoranabuhanga ry’amajwi,"Igikoresho koranabuhanga gikoreshwa mu guhindura amajwi mo amajwi y’amashanyarazi, kikaba gikora nk’icyo abaririmbyi bakoresha, ayo majwi y’amashanyarazi akerekera mu ikarita ntangamajwi aho ahindurwa mu buryo bw’ikoranabuhanga ku buryo asomwa na mudasobwa.",Inkoranyamuga y'ikoranabuhanga,131,2026,auto_parsed,
rcha-it-000604,Intangamakuru,intâangamâkurû,,Data Service Unit (DSU) | Channel Service Unit (CSU) | digital service unit,Unité de service de données | unité de service numérique,Ikoranabuhanga rya murandasi.,Igikoresho cyo ku mpera y’umuyoboro w’itumanaho gihindura amakuru y’ikoranabuhanga avuye mu ikoranabuhanga ry’itumanaho rya hafi (LAN) kikayahindura ayo mu muyoboro mugari w’itumanaho (WAN) cyangwa se bikava mu itumanaho rusange biza mu itumanaho ryihariye.,Inkoranyamuga y'ikoranabuhanga,131,2026,auto_parsed,
rcha-it-000605,Intanganama y’ubwenge buhangano,intâanganâama y’ûubwêenge buhaangano,,Recommendation system,Système de recommandation,Ubwenge buhangano.,"Uburyo bwo gutanga inama bukoresha ubuhanga bw’ubwenge buhangano kugira ngo butange ibitekerezo ku bikubiye mu nyandiko, ibicuruzwa cyangwa ibikorwa bishingiye ku myitwarire yawe n'ibyo ukunda.",Inkoranyamuga y'ikoranabuhanga,132,2026,auto_parsed,
rcha-it-000606,Rawuta,rawûta,,Router,Routeur,Ikoranabuhanga rya murandasi.,Igikoresho cy’ihuzanzira gitu ma ihuzanzira hagati yaryo rihererekanya amapaki y’amakuru.,Inkoranyamuga y'ikoranabuhanga,132,2026,auto_parsed,
rcha-it-000607,Intanganzira ya telefoni,intaanganzira ya telefoôni,,Telephone router | Call routing,Routeur téléphonique | routage des appels,Ikoranabuhanga rya murandasi.,Imikorere ya telefoni ishyira ku murongo w’itegereza kandi kikanakwirakwiza amahamagara aje hakurikijwe amateeko n’ibigenderwaho byose byagenwe mbere.,Inkoranyamuga y'ikoranabuhanga,132,2026,auto_parsed,
rcha-it-000608,Intangazamakuru koranabuhanga,intâangaazamâkurû kôranabûhaânga,,Digital publishing | electronic publishing | online publishing,Édition numérique | édition électronique,Ikoranabuhanga rya murandasi.,"Ishyirwa hanze ku buryo bwa murandasi n’iterambere ry’amasoro n’intonde zo mu ikoranabuhanga, harimo gutangaza ibitabo, ibinyamakuru mu buryo bw’ikoranabuhanga.",Inkoranyamuga y'ikoranabuhanga,132,2026,auto_parsed,
rcha-it-000609,Code Division Multiple Access,CDMA,,Cursor,Accès multiple par répartition en code,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo gukoresha umuyoboro butuma abakoresha benshi bohereza amakuru icyarimwe ku muyoboro umwe w'itumanaho, ukoreshwa cyane muri sisitemu y'itumanaho ridafite insinga na telefoni zigendanwa. Intemberezi inteemberezi).",Inkoranyamuga y'ikoranabuhanga,133,2026,auto_parsed,
rcha-it-000610,Intera y’umuraba,intêerâ y’ûmurâba,,Wavelength,Longueur d'onde,Ikoranabuhanga rya mudasobwa.,Intera iri hagati y’isunzu rimwe ry’umuraba wa radiyo n’irindi.,Inkoranyamuga y'ikoranabuhanga,133,2026,auto_parsed,
rcha-it-000611,Intima,intîma,,Computer processor | Central processing unit (CPU) | Central processor | Main processor | Processing unit | System Unit,Processeur | unité cenrtrale | unité système,Ikoranabuhanga rya mudasobwa.,"Inzira koranabuhanga rukomatanyo ikora imibare y’ibanze ituma mudasobwa ikora biciye mu gusesengura amakuru y’ibanze ayobora mudasobwa, ikaba iyakeneye kugira ngo ishobore gukora umurimo wayo.",Inkoranyamuga y'ikoranabuhanga,133,2026,auto_parsed,
rcha-it-000612,Intima nto,intîma ntô,,Microprocessor,Microprocesseur,Ikoranabuhanga rya mudasobwa.,"Inshobozamudasobwa usanga imikorere n’icungwa ry’intunganyamakuru biri mu nzira mbumbe cyangwa mu tuyira mbumbe duke, igakora ibara, inyoborabikorwa n’ingenzuranzira biba bikenewe kugira ngo ikore nk’inshobozamudasobwa isanzwe.",Inkoranyamuga y'ikoranabuhanga,133,2026,auto_parsed,
rcha-it-000613,Intondekagahunda ya 2,intôondekagâhuûnda ya 2,,POP 2,POP 2,Ikoranabuhanga rya mudasobwa.,"Urwego ruhanitse mu gutunganya no gukora porogaramu, rwifashishwa mu kuzitondeka.",Inkoranyamuga y'ikoranabuhanga,134,2026,auto_parsed,
rcha-it-000614,Intondekamakuru ndahinduka,intôondekamâkurû ndahiindûka,,Blockchain Network,Chaîne de blocs,Ikoranabuhanga ry’imari.,Uburyo inyandiko zikubiyemo uko amafaranga yinjira n’uko asohokamo bihurizwa hamwe muri sisitemu runaka ku buryo byorohera ababishinzwe gukomeza gukoresha izo nyandiko hatabayeho gusabana uburenganzira hagati yabo.,Inkoranyamuga y'ikoranabuhanga,134,2026,auto_parsed,
rcha-it-000615,Intore mu ikorabuhanga,intoôre mu iikôrabûhaânga,,Digital citizen,Citoyen numérique,Ikoranabuhanga rya mudasobwa.,"Umuntu ukoresha ikoranabuhanga na murandasi mu buryo buboneye, butekanye kandi bwubahiriza amahame n’amategeko.",Inkoranyamuga y'ikoranabuhanga,134,2026,auto_parsed,
rcha-it-000616,Intsindagiramakuru,intsîindagiramâkurû,,Delta frame,Trame delta,Ikoranabuhanga rya mudasobwa.,"Uburyo buzana itandukaniro hagati y’igishushanyo n’ikikibanziriza kubera ko iriho amakuru yahinduwe, bukaba ari uburyo bwo butsitse bwo kwegeranya amakuru.",Inkoranyamuga y'ikoranabuhanga,134,2026,auto_parsed,
rcha-it-000617,Intuburajwi,intûubuurajwî,,Amplifier,Amplificateur,Ikoranabuhanga ry’amajwi.,"Igikoresho cy’ikoranabuhangacyongerera ijwi imbaraga, kikaba kigira uruhare runini muri sisitemu y'amajwi, sisitemu y'itumanaho, hamwe n’ibikoresho bitandukanye bya elegitoronike bisaba kongererwa amajwi.",Inkoranyamuga y'ikoranabuhanga,134,2026,auto_parsed,
rcha-it-000618,Intuburamashusho,intuubuuramashusho,,Launch amplifier,Amplificateur de lancement,Isakazamakuru.,Icyuma gitubura kikananoza imijyanamashusho ya televiziyo mbere y’uko yoherezwa mu muyoboro w’itumanaho.,Inkoranyamuga y'ikoranabuhanga,135,2026,auto_parsed,
rcha-it-000619,Intuburamiraba,intûubuuramîraba,,Transistor,Transistor,Ikoranabuhanga ry’imiraba.,Igikoresho cy’ikoranabuhanga gikoreshwa mu kongera ingufu z’imiraba y’amashanyarazi cyangwa kuyihindurira icyerekezo.,Inkoranyamuga y'ikoranabuhanga,135,2026,auto_parsed,
rcha-it-000620,Amplification de la lumière par émission stimulée de rayonnement,Laser,,Audio-editing Software,Logiciels de montage audio,Ikoranabuhanga rya mudasobwa.,Igikoresho gisohora urumuri rw’imirasire yoroheje mu gukumira udushashi tw’urumuri. Intunganyamajwi (Intûungaanyamâjwi),Inkoranyamuga y'ikoranabuhanga,135,2026,auto_parsed,
rcha-it-000621,Intunganyamakuru y’inyuma,intûungaanyamâkurû y’înyuma,,Backend,Back-end,Ikoranabuhanga rya mudasobwa.,"Ibice by’inkoranabuhanga bituma ikora kandi abakoresha iyo nkoranabuhanga bakaba badashobora kuyigeraho kuko iba ibitse kure, iryo banga riba rigizwe n’indimi nyinshi zitandukanye za gahunda ya mudasobwa.",Inkoranyamuga y'ikoranabuhanga,135,2026,auto_parsed,
rcha-it-000622,Intunganyamashusho,Intuungaanyamashusho,,Video-editing software,Logiciel de montage vidéo,Ikoranabuhanga ry’amashusho.,"inkoranabuhanga yifashishwa mu gutunganya amashusho mu buryo bwa kinyamwuga haba mu gukora amafirimi,",Inkoranyamuga y'ikoranabuhanga,135,2026,auto_parsed,
rcha-it-000623,Intunganyamirimo,intuungaanyamirimo,,Office suite,Suite bureautique,Ikoranabuhanga rya mudasobwa.,"Inkoranabuhanga nkoramirimo zikoreshwa mu biro, gukora inyigo, ihangabintu, n’indi mirimo, zigafasha mu kugena imiterere, gucunga no gusangiza amafishiye mu ikipe no gutegura ibonwa ry’umusaruro, habarirwamo intunganyanyandiko, imbonerahamwe nyamibare n’inkoranabuhanga ngaragazamashusho.",Inkoranyamuga y'ikoranabuhanga,136,2026,auto_parsed,
rcha-it-000624,Intunganyanyandiko,intuungaanyanyandiko,,Word processor | Word processing,Programme de traitement de texte | traitement de texte,Ikoranabuhanga rya mudasobwa.,"Inkoranabuhanga ishobora guhanga, kubika no gucapa inyandiko, ituma uwandika ashobora guhindura inyandiko ye, kuyigaragaza uko ashaka no kuyicapa, hashobora no kwiyongeraho ibindi bikorwa.",Inkoranyamuga y'ikoranabuhanga,136,2026,auto_parsed,
rcha-it-000625,Intwaramashanyarazi koranabuhanga,intwaaramashanyarazi kôranabûhaânga,,Integrated circuit (IC) | Integrated circuit diagram | Printed Circuit Board (PCB) | Printed circuit chip | computer chip | Semiconductor | Semiconduction,Circuit intégré | Schéma de circuit intégré | circuit imprimé | Semi-conducteur,Ikoranabuhanga rya mudasobwa.,Igikoresho koranabuhanga cya sirisiyumu usangamo utuntu duto gitoroniki twitwa taranzisitoro tuba turi muri iyo sirisiyumu n’udusinga tugiye duhuzwa ku buryo bugerekeranye ku kabaho ka sirisiyumu.,Inkoranyamuga y'ikoranabuhanga,136,2026,auto_parsed,
rcha-it-000626,Intwaramakuru ya mudasobwa,intwâaramâkurû ya mûdasobwâ,,Digital circuit,Circuit numérique,Ikoranabuhanga rya mudasobwa.,Igice koranabuhanga gifite uburyo bwo kwinjiza no gusohora ibintu bitandukanye hamwe n'ibisobanuro biboneza imikorere n'igihe by’icyo gice.,Inkoranyamuga y'ikoranabuhanga,137,2026,auto_parsed,
rcha-it-000627,Ikarita mpuzanzira,ikarîta mpuuzanzira,,Network Interface Card (NIC) | Network card,Carte-réseau | Carte d'interface réseau | Contrôleur d'interface réseau | NIC,Ikoranabuhanga rya murandasi.,Igikoresho cyihariye gifatishwa ku njyanamakuru gihuza igikoresho ndangizahuzanzira cyangwa ikigega mpuzamakuru n’ihuzanzira rya hafi.,Inkoranyamuga y'ikoranabuhanga,137,2026,auto_parsed,
rcha-it-000628,Ikarita y’ihuzanzira nziramugozi,ikarîta y’îhuuzanzira nzîramûgozî,,Wireless card | Wireless network card | Wi-Fi card,Carte sans fil | carte réseau sans fil | carte Wi-Fi,Ikoranabuhanga rya murandasi.,Igikoresho gituma imashini nka mudasobwa cyangwa telefoni igezweho zifata ihuzanzira nziramugozi.,Inkoranyamuga y'ikoranabuhanga,137,2026,auto_parsed,
rcha-it-000629,Inyakirabutumwa mvugo,inyâkiirabûtumwâ mvûgo,,Voicemail | voice message | voice bank,Messagerie vocale,Ikoranabuhanga rya mudasobwa.,Ubutumva bw’amajwi umuntu yifata kuri telefone iyo uwo ahamagaye atitabye.,Inkoranyamuga y'ikoranabuhanga,137,2026,auto_parsed,
rcha-it-000630,Radiyo,raadiyô,,Radio,Radio,Isakazamakuru.,"Igikoresho cyakira imiraba iturutse ku nsakazamajwi kayihinduramo amajwi yumvikana, kikagezaho abantu ubutumwa mu magambo, umuziki,…",Inkoranyamuga y'ikoranabuhanga,137,2026,auto_parsed,
rcha-it-000631,Inyakiramajwi ngendanwa,inyâkiiramâjwi ngeendânwa,,Mobile radiophone,Radiotéléphonie mobile,Ikoranabuhanga rya mudasobwa.,"Insakazamajwi ikoranye na telefoni yifashisha imirongo ya radio bigendanye naho iherereye, ikabikora ku mirongo migari.",Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000632,Umunara w’inyakiramajwi,umunarâ w’îinyâkiiramâjwi,,Base station,Station de base,Ikoranabuhanga rya murandasi.,"Umunara w'itumanaho utuma itumanaho rigenda neza, ukegeranya amajwi mu ihuzanzira nziramugozi rya hafi, kandi ukaba wanahuza ihuzanzira nyamugozi n’ihuzanzira nziramugozi, ukaba ugizwe n’inyoherezamajwi ikoresha ingufu nke n’intanganzira nziramugozi.",Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000633,Inyakiramakuru ngendanwa y’icyogajuru,inyâkiiramâkurû ngeendânwa y’îcyoogajuru,,Mobile earth terminal,Station terrienne mobile,Ikoranabuhanga rya murandasi.,Icyuma gikora nka anteni gishobora kugendanwa gikoreshwa mu itumanaho ry’icyogajuru.,Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000634,Inyakirarubuga,inyâkiirarûbuga,,Web Host,Hébergeur web,Ikoranabuhanga rya mudasobwa.,Ikigo cyangwa serivisi itanga ikoranabuhanga n’aho kubika inyandiko z’urubuga kugira ngo rubashe kugerwaho kuri murandasi.,Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000635,Inyamibare,inyâmibarê,,Number buttons,Touches numériques,Ikoranabuhanga rya mudasobwa.,"Buto ziri ku gice cya ruguru cya mwandikisho kandi ziba zifite izindi nyuguti cyangwa ibimenyetso byanditse hejuru y'imibare ku buryo iyo ushaka kwandika izo nyuguti cyangwa ibimenyetso aho kwandika imibare, ukanda buto (SHIFT) ukagumishaho ubundi ugakanda buto y’umubare iriho icyo kimenyetso cyangwa inyuguti ushaka.",Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000636,Inyamimaro,inyamimaro,,Function Keys,Touches de fonction,Ikoranabuhanga rya mudasobwa.,Itsinda rya buto cumi n'ebyiri usanga ku murongo wa mbere wo hejuru kuri mwandikisho.,Inkoranyamuga y'ikoranabuhanga,138,2026,auto_parsed,
rcha-it-000637,Inyandiko,inyandiko,,Document,Document,Ikoranabuhanga rya mudasobwa.,"Ikintu kiba gikubiyemo amakuru, nk’imyandiko cyangwa amashusho, igitabo, ipaji biri mu ikoranabuhanga.",Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000638,Inyandiko banga,inyandiko baanga,,Privacy statement,Déclaration de confidentialité,Ikoranabuhanga rya mudasobwa.,Gahunda y’ikigo runaka ishyirwa ku rubuga ikajya isobanurira abashyitsi n’abakiriya imikoreshereze n’imbago ntarengwa ku mwirondoro w’umukiriya.,Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000639,Inyandiko icapye,inyandiko icâpye,,Print handout,Document imprimé,Ikoranabuhanga rya mudasobwa.,"kopi iyo ari yo yose y'amakuru yacapwe, yanditswe cyangwa yafotowe, nk'ijambo, itangazo rya politiki cyangwa inyandiko igenewe abanyamakuru, abitabiriye inama cyangwa abandi.",Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000640,Inyandiko koranabuhanga,inyandiko kôranabûhaânga,,Electronic record,Enregistrement électronique,Ikoranabuhanga rya mudasobwa.,"Inyandiko, amajwi n’amashusho bikozwe, byoherejwe, byakiriwe cyangwa bibitswe hakoreshejwe uburyo koranabuhanga.",Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000641,Inyandiko mivugano,inyandiko mivûgano,,Subtitle,Sous- titre,Urusobe ntangazamakuru.,"Amagambo asobanura imbamutima aherekeza amashusho ya filimi yakozwe, ahanini ashyirwa ahagana hasi ku kirahure kerekana amashusho mu kugira ngo atange amakuru, akore ihinduranyandiko y’indimi z’amahanga ndetse no mu rwego rwo korohereza abafite ubumuga bwo kutumva.",Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000642,Inyandiko ngaragazanzira y’iyemezacyemezo,inyandiko ngaragazanzira y’îiyêmezacyêemezo,,Certification practice statement,Enoncé des pratiques de certification,Ikoranabuhanga rya mudasobwa.,Amabwiriza ashyirwaho n’utanga,Inkoranyamuga y'ikoranabuhanga,139,2026,auto_parsed,
rcha-it-000643,Inyandiko ngenderwaho,inyandiko ngeendêrwahô,,User guide,Guide d'utilisateur,Ikoranabuhanga rya mudasobwa.,"Inyandiko isobanura uburyo sisitemu y’ikoranabuhanga, inkoranabuhanga cyangwa gahunda ya mudasobwa ikoreshwa.",Inkoranyamuga y'ikoranabuhanga,140,2026,auto_parsed,
rcha-it-000644,Inyandiko nkomoko,inyandiko nkômooko,,Source file,Fichier source,Ikoranabuhanga rya mudasobwa.,Porogaramu yanditse mu rurimi runaka hanyuma mudasobwa ikaza kuruhindura mu rurimi rwayo.,Inkoranyamuga y'ikoranabuhanga,140,2026,auto_parsed,
rcha-it-000645,Inyandiko shusho mpandebyiri,inyandiko shusho mpaândebyiri,,Emoji,Emoji,Ikoranabuhanga rya murandasi.,"Igishushanyo cyangwa ikimenyetso gishushanyije gikoreshwa mu ikoranabuhanga ry’itumanaho rigezweho hagamijwe gukungahaza inyandiko, gikoreshwa mu kugaragaza amarangamutima agaragara mu maso, inshoza cyangwa igitekerezo.",Inkoranyamuga y'ikoranabuhanga,140,2026,auto_parsed,
rcha-it-000646,Inyandiko shusho,inyandiko shusho,,Digital pictogram | pictogram,Pictogramme numérique | pictogramme,Ikoranabuhanga rya mudasobwa.,"Ikimenyetso gishushanyo gitanga ibisobanuro binyuze mu mashusho yacyo asa n’ibintu bifatika, kigakoreshwa mu kwandika ndetse no mu nzungano z’itumanaho.",Inkoranyamuga y'ikoranabuhanga,140,2026,auto_parsed,
rcha-it-000647,Inyangingo nyabubiri,inyaangiingo nyabûbiri,,Digit,Chiffre binaire,Ikoranabuhanga rya mudasobwa.,"Umubare umwe umwe wihariye mu rwungano rw’imibare ukava kuri rimwe ukagera ku 9, ariko mu buryo bw’inyabubiri ni 0 na 1, mudasobwa akaba ari imashini zikoresha gusa imibare kuko mu buryo zubatse, zimenya gusa agaciro k’inyabubiri bivuga 0 na 1, 0 bivuga ko umuriro uhita naho 1 bikavuga ko umuriro udahita.",Inkoranyamuga y'ikoranabuhanga,141,2026,auto_parsed,
rcha-it-000648,Inyangingo ya bayiti,inyaangiingo yâ bayîti,Biti (biîti); inyangingo nyabubiri (inyaangiingo nyabûbiri); umubare nyabubiri (umubarê nyabûbiri).,Bit | Binary digit | Binary number,Bit | chiffre binaire,Ikoranabuhanga rya mudasobwa.,"Akanyabumwe kanzigirinya mu ihunika ry’amakuru, gashobora gusa kugira agaciro ka 0 cyangwa 1, akaba ari ishingiro ry’inzungano izo arizo zose z’itumanaho n’imibare koranabuhanga, kakaba gashobora kubika gusa inyuguti imwe nk’amakuru.",Inkoranyamuga y'ikoranabuhanga,141,2026,auto_parsed,
rcha-it-000649,Buto CAPS LOCK,buto CAPS LOCK,,Caps Lock,Verrouillage des majuscules,Ikoranabuhanga rya mudasobwa.,Imikorere y’urwandikiro ihindura inyuguti yose ikanzwe mo inyuguti nkuru.,Inkoranyamuga y'ikoranabuhanga,141,2026,auto_parsed,
rcha-it-000650,Inyegeranyamafishiye,inyegeranyamafishiye,,Zip file | zip,Fichier zip | zip,Ikoranabuhanga rya mudasobwa.,Imiterere ya dosiye igufasha gukanda no gushyira dosiye imwe cyangwa nyinshi mu bubiko bumwe.,Inkoranyamuga y'ikoranabuhanga,141,2026,auto_parsed,
rcha-it-000651,Inyemeza,inyemeza,,Enter button,Bouton Entrée,Ikoranabuhanga rya mudasobwa.,Akantu gakandwa iyo umuntu ashaka gutangira undi murongo igihe uri kwandika kuri mudasobwa.,Inkoranyamuga y'ikoranabuhanga,141,2026,auto_parsed,
rcha-it-000652,Inyemezabuguzi koranabuhanga,inyêmezabûguzî kôranabûhaânga,,Electronic bill | E-bill | EBM,Facture électronique,Ikoranabuhanga ry’imari.,Inyemezabuguzi itangirwa kuri imeri cyangwa kuri murandasi.,Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000653,Inyemezabwishyu koranabuhanga,inyêmezabwîishyû kôranabûhaânga,,Electronic Receipt,Reçu électronique,Ikoranabuhanga ry’imari.,Inyandiko zigaragaza igikorwa cy’ubwishyu zikoherezwa mu buryo bw’ikoranabuhanga.,Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000654,Inyemezamukono korabuhanga,inyêmezamûkonô kôranabûhaânga,,Digital Signature Certificate,Certificat de signature numérique,Ikoranabuhanga ndangamuntu.,"Inyandiko koranabuhanga itanzwe kugira ngo yerekane ko umukono koranabuhanga ushimangira ibiranga umuntu cyangwa ibindi byemeza ko umuntu afite imfunguzo zombi, urwihariye n’urwa rusange.",Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000655,Inyemezamwirondoro,inyêmezamwîiroondooro,,Authentication token,Jeton d'authentification,Ikoranabuhanga rya mudasobwa.,"Igikoresho giha abashaka kujya kuri murandasi uburyo bwo kwinjira mu nkoranabuhanga, mu maserivisi, mu mbuga za mudasobwa ndetse no mu ruganiriro nyubakarurimi rw’inkoranabuhanga, umuntu atarinze gukoresha imfungurahuzanzira uko ashatse kwinjira.",Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000656,Inyemezanzira,inyemezanzira,,Network switch | Switching hub | Switch | bridging hub | MAC Bridge,Commutateur réseau | commutateur | concentrateur de commutation | pont réseau | pont MAC,Ikoranabuhanga rya murandasi.,"Igikoresho cy’ihuzanzira gihuza imashini mu ihuzanzira hakoreshejwe guhindura inzira kw’amapaki y’amakuru hagamijwe kubona, gutunganya no koherereza amakuru ibikoresho biyakira.",Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000657,Inyerekana,inyerekana,,Projector,Projecteur,Urusobe ntangamakuru.,"Igikoresho kigaragaza ibiri ku ndebero (amashusho, inyandiko,…) hakoreshejwe urumuri rwayo ku hantu hashashe h’umweru nko ku kibaho, igitambaro cyangwa urukuta.",Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000658,Igikoresho ngaragaza,igikôreesho ngaragaza,,Pointing device,Dispositif de pointage,Ikoranabuhanga rya mudasobwa.,Igikoresho kigenzura imiyego,Inkoranyamuga y'ikoranabuhanga,142,2026,auto_parsed,
rcha-it-000659,Inyibamakuru,inyîbamâkurû,,Spyware,Logiciel espion,Ikoranabuhanga rya mudasobwa.,"Porogaramu ishyirwa mu gikoresho cya mudasobwa mu ibanga, ikaba igamije kwereka uwashyizemo porogaramu amakuru nyiri mudasobwa yakiriye ndetse n’uburyo ki akoresha murandasi.",Inkoranyamuga y'ikoranabuhanga,143,2026,auto_parsed,
rcha-it-000660,Inyigana,inyîgaana,,Emulator,Émulateur,Ikoranabuhanga rya mudasobwa.,Igikoresho cyangwa inkoranabuhanga bituma urwungano rwa mudasobwa rwakira rwitwara nk’aho ari urundi rwungano rwitwa umushyitsi.,Inkoranyamuga y'ikoranabuhanga,143,2026,auto_parsed,
rcha-it-000661,Inyiganamiterere nyamorekire,inyîgaanamîteêrere nyaamorekiîre,,Molecular representation | Molecular system,Représentation moléculaire | Système moléculaire,Ubwenge buhangano.,"Uburyo bwo kwerekana imiterere ya morekire mu ishusho yumvikana hakoreshejwe ikigero cyo kwigiraho kwa mudasobwa, nk’urujyano, ishusho cyangwa isura mpandeshatu (3 D).",Inkoranyamuga y'ikoranabuhanga,143,2026,auto_parsed,
